../data/imgs_subset/w_202.jpg	1	1203 935 375 309
../data/imgs_subset/w_204.jpg	1	1411 949 516 469
../data/imgs_subset/w_207.jpg	1	1365 802 465 309
../data/imgs_subset/w_222.jpg	1	1152 690 396 329
../data/imgs_subset/w_227.jpg	1	1352 659 388 250
../data/imgs_subset/w_232.jpg	1	1159 989 453 318
../data/imgs_subset/w_233.jpg	1	1891 828 367 332
../data/imgs_subset/w_246.jpg	1	2227 1849 695 549
../data/imgs_subset/w_252.jpg	1	1465 1532 912 658
../data/imgs_subset/w_253.jpg	1	1271 758 384 243
../data/imgs_subset/w_254.jpg	1	1117 968 395 229
../data/imgs_subset/w_262.jpg	1	1866 1093 340 258
../data/imgs_subset/w_269.jpg	1	733 831 480 384
../data/imgs_subset/w_270.jpg	1	1819 932 500 323
../data/imgs_subset/w_274.jpg	1	969 893 341 194
../data/imgs_subset/w_275.jpg	1	1087 1045 324 267
../data/imgs_subset/w_276.jpg	1	945 829 266 187
../data/imgs_subset/w_280.jpg	1	2253 792 694 396
../data/imgs_subset/w_282.jpg	1	1176 626 585 368
../data/imgs_subset/w_283.jpg	1	1330 1113 411 219
../data/imgs_subset/w_285.jpg	1	2012 1641 826 437
../data/imgs_subset/w_290.jpg	1	2028 1442 755 492
../data/imgs_subset/w_297.jpg	1	1277 1704 890 557
../data/imgs_subset/w_298.jpg	1	1231 1268 1160 781
../data/imgs_subset/w_304.jpg	1	1120 1075 554 374
../data/imgs_subset/w_310.jpg	1	1391 911 292 161
../data/imgs_subset/w_311.jpg	1	3361 1475 643 413
../data/imgs_subset/w_314.jpg	1	1298 827 279 211
../data/imgs_subset/w_326.jpg	1	1498 792 439 314
../data/imgs_subset/w_333.jpg	1	726 1146 443 371
../data/imgs_subset/w_343.jpg	1	1179 1136 480 279
../data/imgs_subset/w_348.jpg	1	1356 891 449 272
../data/imgs_subset/w_356.jpg	1	815 1296 384 327
../data/imgs_subset/w_358.jpg	1	1502 901 385 235
../data/imgs_subset/w_360.jpg	1	1212 643 343 290
../data/imgs_subset/w_364.jpg	1	1227 502 332 318
../data/imgs_subset/w_365.jpg	1	2347 1537 772 897
../data/imgs_subset/w_368.jpg	1	1444 874 340 242
../data/imgs_subset/w_373.jpg	1	1307 1025 251 136
../data/imgs_subset/w_377.jpg	1	1272 1064 525 343
../data/imgs_subset/w_381.jpg	1	1365 1099 317 206
../data/imgs_subset/w_387.jpg	1	1470 1208 351 252
../data/imgs_subset/w_388.jpg	1	1442 695 436 273
../data/imgs_subset/w_393.jpg	1	1128 987 408 238
../data/imgs_subset/w_394.jpg	1	1372 973 515 353
../data/imgs_subset/w_398.jpg	1	1281 1092 344 232
../data/imgs_subset/w_409.jpg	1	1554 1070 350 348
../data/imgs_subset/w_411.jpg	1	1844 1642 707 436
../data/imgs_subset/w_414.jpg	1	1260 708 371 219
../data/imgs_subset/w_425.jpg	1	629 381 525 346
../data/imgs_subset/w_426.jpg	1	1011 842 344 190
../data/imgs_subset/w_428.jpg	1	205 157 368 373
../data/imgs_subset/w_429.jpg	1	1512 1623 686 378
../data/imgs_subset/w_432.jpg	1	1541 680 505 332
../data/imgs_subset/w_438.jpg	1	281 538 405 262
../data/imgs_subset/w_439.jpg	1	1559 987 780 425
../data/imgs_subset/w_441.jpg	1	2017 895 862 534
../data/imgs_subset/w_450.jpg	1	912 648 329 223
../data/imgs_subset/w_453.jpg	1	1613 969 946 506
../data/imgs_subset/w_462.jpg	1	1271 796 370 311
../data/imgs_subset/w_463.jpg	1	1257 1228 266 194
../data/imgs_subset/w_466.jpg	1	1148 830 306 256
../data/imgs_subset/w_467.jpg	1	1233 1307 245 135
../data/imgs_subset/w_469.jpg	1	1122 710 266 250
../data/imgs_subset/w_471.jpg	1	1284 749 504 340
../data/imgs_subset/w_472.jpg	1	1685 789 477 429
../data/imgs_subset/w_473.jpg	1	951 1184 435 293
../data/imgs_subset/w_476.jpg	1	1610 2267 700 373
../data/imgs_subset/w_480.jpg	1	786 634 310 239
../data/imgs_subset/w_482.jpg	1	2666 1527 672 482
../data/imgs_subset/w_488.jpg	1	790 1111 412 269
../data/imgs_subset/w_494.jpg	1	1568 1097 182 116
../data/imgs_subset/w_497.jpg	1	1320 897 430 240
../data/imgs_subset/w_498.jpg	1	1005 1596 392 262
